id,comment_text,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE_OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE_OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
7174,food-awesome.,0,0,0,0,0,1,0,0,0,0,0,0
8123,SErvice- friendly and attentive.,0,0,0,0,0,0,0,0,0,0,0,1
9058,Ambiance- relaxed and stylish.,1,0,0,0,0,0,0,0,0,0,0,0
3818,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",0,0,0,0,0,0,0,0,1,0,0,0
5663,The food is decent.,0,0,0,0,0,1,0,0,0,0,0,0
3782,"However, it's the service that leaves a bad taste in my mouth.",0,0,0,0,0,0,0,0,0,0,0,1
3584,"I happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",0,0,0,0,0,0,0,0,0,0,0,1
7530,"I know, the waiter were too busy showing off your vintage tee shirt and looking bored, but my agenda is I'm here to eat and enjoy the company of friends, seeking a pleasant experience.",0,0,0,0,0,0,0,0,0,0,0,1
4747,"Well, I didn't find it there, and trust, I have told everyone I can think of about my experience.",0,0,0,0,0,0,0,0,1,0,0,0
352,the last time I walked by it looked pretty empty. hmmm.,0,0,0,0,0,0,0,0,0,1,0,0
6818,This place has got to be the best japanese restaurant in the new york area.,0,0,0,0,0,0,0,0,1,0,0,0
9116,I had a great experience.,0,0,0,0,0,0,0,0,1,0,0,0
1638,Food is great.,0,0,0,0,0,1,0,0,0,0,0,0
3045,Service is top notch.,0,0,0,0,0,0,0,0,0,0,0,1
4856,I have been going back again and again.,0,0,0,0,0,0,0,0,1,0,0,0
1980,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",0,0,0,0,0,1,0,0,0,0,0,0
5450,"The sea urchin melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",0,0,0,0,0,1,0,0,0,0,0,0
8205,The sushi seemed pretty fresh and was adequately proportioned.,0,0,0,0,0,1,1,0,0,0,0,0
6915,The rice to fish ration was also good -- they didn't try to overpack the rice.,0,0,0,0,0,0,1,0,0,0,0,0
8318,We took advanatage of the half price sushi deal on saturday so it was well worth it.,0,0,0,0,1,1,0,0,0,0,0,0
3110,Surprisingly nothing could be further from the truth.,0,0,0,0,0,0,0,0,0,1,0,0
4970,"In the evening, this place attracted a well dressed, with it, ny crowd.",0,0,0,0,0,0,0,0,0,1,0,0
4655,The food was well prepared and the service impecable.,0,0,0,0,0,1,0,0,0,0,0,1
9626,I'm going back.,0,0,0,0,0,0,0,0,1,0,0,0
8181,Quite simply it's like stepping out of manhattan and into a haven of tranquility.,1,0,0,0,0,0,0,0,0,0,0,0
8278,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity and quality).,0,0,0,0,1,1,1,0,0,0,0,0
6444,I will be going back and heartily recommend it!,0,0,0,0,0,0,0,0,1,0,0,0
9650,"It is terrific, as is the value.",0,0,0,0,1,1,0,0,0,0,0,0
565,"$6 and there is much tasty food, all of it fresh and continually refilled.",0,0,0,0,1,1,1,0,0,0,0,0
7868,"I am not a vegetarian but, almost all the dishes were great.",0,0,0,0,0,1,0,0,0,0,0,0
3977,Go hungry and enjoy.,0,0,0,0,0,0,0,0,1,0,0,0
6623,"The food here is rather good, but only if you like to wait for it.",0,0,0,0,0,1,0,0,0,0,0,1
6788,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",0,0,0,0,0,1,0,0,0,0,0,0
2834,"The service varys from day to day- sometimes they 're very nice, and sometimes not.",0,0,0,0,0,0,0,0,0,0,0,1
6014,"The kitchen however, is almost always slow.",0,0,0,0,0,0,0,0,0,0,0,1
8991,"Also, specify if you like your food spicy- its rather bland if you don't.",0,0,0,0,0,1,0,0,0,0,0,0
6139,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",1,0,0,0,0,0,0,0,0,1,0,0
1416,If you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,0,0,0,0,0,0,0,1,0,0,0,0
7191,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,0,0,0,0,1,1,0,0,0,0,0,1
8330,The lava cake dessert was incredible and I recommend it.,0,0,0,0,0,1,0,0,0,0,0,0
1768,"Once you step into cosette, you 're miraculously in a small, off-the-beaten path Parisian bistro.",1,0,0,0,0,0,0,0,0,0,0,0
2682,"This tiny restaurant is as cozy as it gets, with that certain parisian flair.",1,0,0,0,0,0,0,0,0,0,0,0
8535,"The food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",0,0,0,0,0,1,1,0,0,0,0,0
6443,"However, go for the ambience, and consider the food just a companion for a trip across the world!",1,0,0,0,0,1,0,0,0,0,0,0
6070,IT WAS HORRIBLE.,0,0,0,0,0,0,0,0,1,0,0,0
8023,The pizza was delivered cold and the cheese wasn't even fully melted!,0,0,0,0,0,1,0,0,0,0,0,0
484,The cheese looked like shredded cheese partly done-still in strips.,0,0,0,0,0,0,1,0,0,0,0,0
7689,This has got to be one of the most overrated restaurants in Brooklyn.,0,0,0,0,0,0,0,0,1,0,0,0
712,The pizza is overpriced and soggy.,0,0,0,0,1,1,0,0,0,0,0,0
5054,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",0,0,0,0,0,1,0,0,0,0,0,0
9718,"A big disappointment, all around.",0,0,0,0,0,0,0,0,1,0,0,0
9472,I think I've had some the best meals of my life at minnow.,0,0,0,0,0,1,0,0,0,0,0,0
6448,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",0,0,0,1,0,1,1,0,0,0,0,0
2791,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,0,0,0,0,0,1,0,0,0,0,0,0
2762,Worth the trip from manhattan.,0,0,0,0,0,0,0,0,1,0,0,0
8228,Best Pastrami I ever had and great portion without being ridiculous.,0,0,0,0,0,1,1,0,0,0,0,0
3718,My wife had the fried shrimp which are huge and loved it.,0,0,0,0,0,1,1,0,0,0,0,0
201,"As a Japanese native, I've lived in the tristate area for over 8 years, but I was just so amazed at this place.",0,0,0,0,0,0,0,0,1,0,0,0
3268,This place is the most japanese it can ever get.,0,0,0,0,0,0,0,0,0,1,0,0
8841,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",0,0,0,0,0,1,1,0,0,1,0,1
8983,This place is worth an one-hour drive.,0,0,0,0,0,0,0,0,1,0,0,0
3803,"I am so coming back here again, as much as I can.",0,0,0,0,0,0,0,0,1,0,0,0
6626,"Leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.",1,0,0,0,0,1,0,0,1,0,0,0
8417,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",0,0,0,0,0,0,0,0,0,0,0,1
5633,Decent wine at reasonable prices.,0,1,1,0,0,0,0,0,0,0,0,0
9466,Have been dozens of times and never failed to enjoy the experience.,0,0,0,0,0,0,0,0,1,0,0,0
5788,"Our teenage kids love leon, too.",0,0,0,0,0,0,0,0,1,0,0,0
7522,"Everytime I decide to try another place on the ues, I get angry that I didn't just go to Zucchero Pomodori.",0,0,0,0,0,0,0,0,1,0,0,0
4411,This is by far my favorite place in the neighborhood.,0,0,0,0,0,0,0,0,1,0,0,0
8978,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",1,0,0,0,0,1,1,0,0,0,0,1
9976,I'm partial to the gnocchi.,0,0,0,0,0,0,0,0,1,0,0,0
93,This place is incredibly tiny.,0,0,0,0,0,0,0,0,0,1,0,0
6286,The hostess refuse to seat parties of 3 or more on weekends.,0,0,0,0,0,0,0,0,0,0,0,1
8396,The hostess is rude to the point of being offensive.,0,0,0,0,0,0,0,0,0,0,0,1
2117,The food was bland oily.,0,0,0,0,0,1,0,0,0,0,0,0
8498,I just don't understand all the hype...,0,0,0,0,0,0,0,0,1,0,0,0
9197,"We have been to this place many times, and always have great food, wine, and service.",0,0,1,0,0,1,0,0,0,0,0,1
3366,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",0,0,0,0,0,0,0,0,0,0,0,1
6981,As always we had a great glass of wine while we waited.,0,0,1,0,0,0,0,0,0,0,0,0
919,"When we sat, we got great and fast service.",0,0,0,0,0,0,0,0,0,0,0,1
7882,The people that work there are always so friendly you forget you are in New York sometimes.,0,0,0,0,0,0,0,0,0,0,0,1
5975,Make sure you try this place as often as you can.,0,0,0,0,0,0,0,0,1,0,0,0
9338,This is a fun restaurant to go to.,0,0,0,0,0,0,0,0,1,0,0,0
9083,The pizza is yummy and I like the atmoshpere.,1,0,0,0,0,1,0,0,0,0,0,0
3274,But the pizza is way to expensive.,0,0,0,0,1,0,0,0,0,0,0,0
8269,"A large is $20, and toppings are about $ 3 each.",0,0,0,0,1,0,0,0,0,0,0,0
6773,I went there for lunch and it was not as good as I expected from the reviews I read.,0,0,0,0,0,1,0,0,0,0,0,0
7945,Sauce was watery and the food didn't have much flavor.,0,0,0,0,0,1,0,0,0,0,0,0
5845,I don't think I would go again.,0,0,0,0,0,0,0,0,1,0,0,0
6789,This place is great.,0,0,0,0,0,0,0,0,1,0,0,0
5670,I had a huge group for my birthday and we were well taken care of.,0,0,0,0,0,0,0,0,0,0,0,1
25,The waitress was very patient with us and the food is phenomenal!,0,0,0,0,0,1,0,0,0,0,0,1
8822,"Service was prompt, friendly and great.",0,0,0,0,0,0,0,0,0,0,0,1
8849,Slightly on the pricey side but worth it!,0,0,0,0,0,0,0,0,1,0,1,0
5425,Great pizza and fantastic service.,0,0,0,0,0,1,0,0,0,0,0,1
7506,"There was a small wait, but shorter than I expected.",0,0,0,0,0,0,0,0,0,0,0,1
9828,Located at the end of a magnificent block.,0,0,0,0,0,0,0,1,0,0,0,0
458,Very cozy and warm inside.....,1,0,0,0,0,0,0,0,0,0,0,0
3761,I will be back!,0,0,0,0,0,0,0,0,1,0,0,0
2903,This is the best sushi in new york city-hands down.,0,0,0,0,0,1,0,0,0,0,0,0
9023,The place is small and cramped but the food is fantastic.,1,0,0,0,0,1,0,0,0,0,0,0
9575,Get the tuna of gari.,0,0,0,0,0,1,0,0,0,0,0,0
2961,"Planet Thailand has always been a hit with me, I go there usually for the sushi, which is great, the thai food is excellent too.",0,0,0,0,0,1,0,0,1,0,0,0
1500,"With the great variety on the menu, I eat here often and never get bored.",0,0,0,0,0,0,1,0,0,0,0,0
9028,"The atmosphere isn't the greatest, but I suppose that's how they keep the prices down.",1,0,0,0,0,0,0,0,0,0,1,0
4182,It's all about the food!!,0,0,0,0,0,1,0,0,0,0,0,0
531,First it took us a long time to find the place.,0,0,0,0,0,0,0,0,0,1,0,0
1154,"But when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",0,0,0,0,0,0,1,0,0,0,0,0
1363,"Those rolls were big, but not good and sashimi wasn't fresh.",0,0,0,0,0,1,1,0,0,0,0,0
273,"Those rolls were dry and disgusting, I didn't even finish my first piece.",0,0,0,0,0,1,0,0,0,0,0,0
7421,Hurley's is like cheers where everyone knows your name and they are actually glad you came.,0,0,0,0,0,0,0,0,0,0,0,1
238,"Try the crunchy tuna, it is to die for.",0,0,0,0,0,1,0,0,0,0,0,0
4607,"Try everything for that matter, it is all good.",0,0,0,0,0,1,0,0,0,0,0,0
4088,I have been going there since it opened and I can't get enough.,0,0,0,0,0,0,0,0,1,0,0,0
4401,First went here to enjoy their garden terrace.,1,0,0,0,0,0,0,0,0,0,0,0
1793,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",0,0,0,0,0,1,0,0,0,0,0,1
3024,"The steak tartare is a great bet, they fix it for you at the table.",0,0,0,0,0,0,1,0,0,0,0,0
5643,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",1,0,0,0,0,0,0,0,0,0,0,0
4756,"Great wine selection, gigondas is worth the price, and the house champagne is a great value.",0,1,1,1,0,0,0,0,0,0,0,0
1138,"The restaurant may be a bit packed on weekends, but the vibe is good and the food is the best french food you will find in the area.",1,0,0,0,0,1,0,0,0,0,0,0
2743,"Have recommended the place to friends, always gets good response.",0,0,0,0,0,0,0,0,0,1,0,0
2615,"Pizza-the only pizza in NYC that should not have additional toppings-the crust tastes like the best, freshly baked bread!",0,0,0,0,0,1,0,0,0,0,0,0
4181,I take all my nyc guests to VT's.,0,0,0,0,0,0,0,0,0,1,0,0
8640,"Not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",0,0,0,0,0,1,0,1,0,0,0,0
2754,I've been there three times and have always had wonderful experiences.,0,0,0,0,0,0,0,0,1,0,0,0
4471,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,1,0,0,0,0,0,0,0,0,1,0,1
4824,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy mizu very much... and we 're repeat customers.,0,0,0,0,0,0,0,0,1,0,0,0
7449,Even after they overcharged me the last time I was there.,0,0,0,0,0,0,0,0,0,0,0,1
5275,Make sure you have the spicy scallop roll...,0,0,0,0,0,1,0,0,0,0,0,0
8134,The spicy scallop roll's delicious!,0,0,0,0,0,1,0,0,0,0,0,0
7762,"Moules were excellent, lobster ravioli was very salty!",0,0,0,0,0,1,0,0,0,0,0,0
1870,"Took my mom for mother's day, and the maitre d ' was pretty rude.",0,0,0,0,0,0,0,0,0,0,0,1
387,"Told us to sit anywhere, and when we sat the maitre d' said the table was reserved.",0,0,0,0,0,0,0,0,0,0,0,1
5111,Stepped on my foot on the second time the maitre d' reached over me to adjust lighting.,0,0,0,0,0,0,0,0,0,0,0,1
6333,Tiny dessert was $ 8.00... just plain overpriced for what it is.,0,0,0,0,1,0,1,0,0,0,0,0
5625,The drinks are always welll made and wine selection is fairly priced.,0,1,1,0,0,0,0,0,0,0,0,0
6896,Try their chef's specials-- they are to die for.,0,0,0,0,0,1,0,0,0,0,0,0
3080,"Service is not exactly five star, but that s not really a big deal.",0,0,0,0,0,0,0,0,0,0,0,1
4233,Downstairs lounge is always a good attraction,1,0,0,0,0,0,0,0,0,0,0,0
1781,"Raga's is a romantic, cozy restaurant.",1,0,0,0,0,0,0,0,0,0,0,0
4152,The exotic food is beautifully presented and is a delight in delicious combinations.,0,0,0,0,0,1,1,0,0,0,0,0
8357,The exotic food is also extremely well priced.,0,0,0,0,1,0,0,0,0,0,0,0
3425,The staff is incredibly helpful and attentive.,0,0,0,0,0,0,0,0,0,0,0,1
9922,The bar is very well stocked with interesting beers and well priced wines.,0,1,0,1,0,0,0,0,0,0,0,0
7072,Raga's is one of my favorite restaurants and Raga's is not to be missed.,0,0,0,0,0,0,0,0,1,0,0,0
341,Your friends will thank you for introducing them to Raga's!,0,0,0,0,0,0,0,0,1,0,0,0
3692,"When we stumbled on leon, we thought that we had found quite the gem but, we were certainly wrong.",0,0,0,0,0,0,0,0,1,0,0,0
292,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",0,0,0,0,0,0,0,0,0,0,0,1
6509,"Then, to top things off, the waitress dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes.",0,0,0,0,0,0,0,0,0,0,0,1
2399,Such a disappointment...,0,0,0,0,0,0,0,0,0,0,0,1
578,"Rude service, medicore food... there are tons of restaurants in ny... stay away from this one",0,0,0,0,0,1,0,0,1,0,0,1
2625,I had a grat time at jekyll and hyde!,0,0,0,0,0,0,0,0,1,0,0,0
7301,I loved everythig about jekyll and hyde-especially the shows and actors.,1,0,0,0,0,0,0,0,1,0,0,0
8295,Our server was very helpful and friendly.,0,0,0,0,0,0,0,0,0,0,0,1
6990,I am bringing my whole family back next time.,0,0,0,0,0,0,0,0,0,1,0,0
8924,The food was good too.,0,0,0,0,0,1,0,0,0,0,0,0
3614,The tuna and wasabe potatoes are excellent.,0,0,0,0,0,1,0,0,0,0,0,0
8463,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,0,0,0,0,0,0,0,1,0,0,0,0
7386,"Inside is a little cramped, but to be expected.",1,0,0,0,0,0,0,0,0,0,0,0
3656,Service was prompt and courteous.,0,0,0,0,0,0,0,0,0,0,0,1
8583,This was a repeat visit and we'll definitely be back again.,0,0,0,0,0,0,0,0,1,0,0,0
502,"Great service, great food.",0,0,0,0,0,1,0,0,0,0,0,1
6470,Prices are in line.,0,0,0,0,0,0,0,0,0,0,1,0
9434,But too far east!,0,0,0,0,0,0,0,1,0,0,0,0
5263,"The pizza is delicious-they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",0,0,0,0,0,1,0,0,0,0,0,0
6984,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",0,0,0,0,0,0,1,0,0,0,0,0
963,"Also, because it is so thin, the pizza gets cold very quickly and the pizza's not that filling.",0,0,0,0,0,1,1,0,0,0,0,0
4892,Wait staff is blantently unappreciative of your business but its the best pie on the uws!,0,0,0,0,0,1,0,0,0,0,0,1
2059,By far the best salad I have had in a fast food restaurant.,0,0,0,0,0,1,0,0,0,0,0,0
3475,Fine dining restaurant quality.,0,0,0,0,0,1,0,0,0,0,0,0
777,Over 100 different choices to create your salad.,0,0,0,0,0,0,1,0,0,0,0,0
5019,A must try!,0,0,0,0,0,0,0,0,1,0,0,0
1158,"On a recent sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",0,0,0,0,0,0,0,0,1,0,0,0
1252,"This restaurant was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",1,0,0,0,0,1,0,0,0,0,0,0
5084,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",0,0,0,0,0,1,1,0,0,0,0,1
4880,"With so many poor experiences to be had in the theater district, is truly an excellent find!",0,0,0,0,0,0,0,0,1,0,0,0
2592,We will return many times for this restaurant in mid-town.,0,0,0,0,0,0,0,0,1,0,0,0
6818,The staff is no nonsense.,0,0,0,0,0,0,0,0,0,0,0,1
9255,The food options rule.,0,0,0,0,0,0,1,0,0,0,0,0
4134,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,0,0,0,0,0,1,0,0,0,0,0,0
2136,Worth visiting the 1st ave spot because it is the original store.,0,0,0,0,0,0,0,0,0,1,0,0
138,"He served me an Uni Hand roll, which I never had before, and let me tell you... IT WAS HEAVEN!",0,0,0,0,0,1,0,0,0,0,0,0
9186,The sake menu should not be overlooked!,0,0,0,1,0,0,0,0,0,0,0,0
621,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",0,0,0,0,0,0,0,0,1,0,0,0
9676,Try the lobster teriyaki and the rose special roll.,0,0,0,0,0,1,0,0,0,0,0,0
3565,"Service was very good-prompt, attentive and non-intrusive.",0,0,0,0,0,0,0,0,0,0,0,1
9343,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",0,0,0,0,0,1,0,0,0,0,0,0
7550,Wine list selection is good and wine-by-the-glass was generously filled to the top.,0,0,0,1,0,0,0,0,0,0,0,0
2810,Traditional French decour was pleasant though the hall was rather noisy-the restaurant was full and we had to raise our voices to be able to maintain a conversation.,1,0,0,0,0,0,0,0,0,0,0,0
8337,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",0,0,0,0,0,0,0,0,1,0,0,0
613,"To sum it up: service varies from good to mediorce, depending on which waiter you get; generally it is just average ok.",0,0,0,0,0,0,0,0,0,0,0,1
6192,"Seating is always prompt, though the restaurant does fill up in the evening.",0,0,0,0,0,0,0,0,0,0,0,1
3283,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",0,0,0,0,0,1,0,0,0,0,0,0
5684,"As many other reviewers noticed, your order is often slow to arrive-this is particularly true in the evening but is not a problem during lunch time.",0,0,0,0,0,0,0,0,0,0,0,1
1622,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",1,0,0,0,0,0,0,0,0,0,0,0
3371,I have NEVER been disappointed in the Red Eye.,0,0,0,0,0,0,0,0,1,0,0,0
9394,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",1,0,0,0,0,0,0,0,0,0,0,0
7093,It's simply the best meal in NYC.,0,0,0,0,0,1,0,0,0,0,0,0
9689,You can not go wrong at the Red Eye Grill.,0,0,0,0,0,0,0,0,1,0,0,0
3180,"If we were to move from the upper east side, we would genuinely miss this restaurant.",0,0,0,0,0,0,0,0,1,0,0,0
8066,The restaurant is cute but not upscale.,1,0,0,0,0,0,0,0,0,0,0,0
1710,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,0,0,0,0,0,1,0,0,0,0,0,0
6390,I would highly recommend this restaurant.,0,0,0,0,0,0,0,0,1,0,0,0
4850,This restaurant's one of our favorite places to eat in ny.,0,0,0,0,0,0,0,0,1,0,0,0
8259,We had a great time at the jekyll and hyde pub last night.,0,0,0,0,0,0,0,0,1,0,0,0
8188,After really enjoying ourselves at the bar we sat down at a table and had dinner.,0,0,0,0,0,0,0,0,1,0,0,0
281,The server was really cool and served us our food and drinks with a smile.,0,0,0,0,0,0,0,0,0,0,0,1
5330,The place's decor and hidden bathrooms made for a good laugh.,1,0,0,0,0,0,0,0,0,0,0,0
6591,I highly recommend visiting this restaurant and having dinner and drinks!,0,0,0,0,0,0,0,0,1,0,0,0
4609,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",0,0,0,0,0,0,0,0,0,1,0,0
296,"My husband and I thougt it would be great to go to the Jekyll and hyde pub for our anniversary, and to our surprise it was fantastic.",0,0,0,0,0,0,0,0,1,0,0,0
2571,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",0,0,0,1,0,1,0,0,0,0,0,0
3290,The entertainment was great the Jekyll and hyde pub have shows that go on through out the dinner.,1,0,0,0,0,0,0,0,0,0,0,0
5369,"Please take my advice, go and try this place.",0,0,0,0,0,0,0,0,1,0,0,0
9229,You will not be disapointed at all.,0,0,0,0,0,0,0,0,1,0,0,0
2214,We were not dissappointed in the least bit by this little gem.,0,0,0,0,0,0,0,0,1,0,0,0
5555,The bagel was huge.,0,0,0,0,0,0,1,0,0,0,0,0
7032,The bagel were served warm and had a soft fluffy interior.,0,0,0,0,0,1,0,0,0,0,0,0
3490,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,0,0,0,0,0,0,1,0,0,0,0,0
4366,I loved it and would HIGHLY RECOMMENDED.,0,0,0,0,0,0,0,0,1,0,0,0
1579,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,0,0,0,0,0,1,0,0,0,0,0,1
6213,I have to highly recommend the lobster roll-not to much mayo; you can tell it was a fresh lobster.,0,0,0,0,0,1,0,0,0,0,0,0
8972,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",0,0,0,0,0,1,0,0,0,0,0,0
5633,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",1,0,0,0,0,1,0,0,0,0,0,1
8754,All the staff is absolutely professional!!,0,0,0,0,0,0,0,0,0,0,0,1
7938,But they do.,0,0,0,0,0,0,0,0,0,0,0,1
8724,"(That is a MUST, but not every restaurant can do...)",0,0,0,0,0,0,0,0,0,0,0,1
3844,"There's nice and quiet, small but enough for 6 (or more).",1,0,0,0,0,0,0,0,0,0,0,0
1070,This restaurant was way overhyped.,0,0,0,0,0,0,0,0,1,0,0,0
