FOOD#QUALITY	everything is always cooked to perfection , the service is excellent , the decor cool and understated .
SERVICE#GENERAL	everything is always cooked to perfection , the service is excellent , the decor cool and understated .
AMBIENCE#GENERAL	everything is always cooked to perfection , the service is excellent , the decor cool and understated .
FOOD#QUALITY	i had the duck breast special on my last visit and it was incredible .
RESTAURANT#GENERAL	ca n't wait wait for my next visit .
RESTAURANT#GENERAL	and i hate to say this but i doubt i 'll ever go back .
FOOD#QUALITY	the food is very average ... the thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .
FOOD#QUALITY	the only thing i moderately enjoyed was their grilled chicken special with edamame puree .
FOOD#QUALITY	i had never had edamame pureed before but i thought it was innovative and tasty ( could 've used a bit more salt ) .
FOOD#STYLE_OPTIONS	i had never had edamame pureed before but i thought it was innovative and tasty ( could 've used a bit more salt ) .
AMBIENCE#GENERAL	the decor is night tho ... but they really need to clean that vent in the ceiling ... its quite un - appetizing , and kills your effort to make they look sleek and modern .
DRINKS#STYLE_OPTIONS	their sake list was extensive , but we were looking for purple haze , which was n't listed but made for us upon request !
SERVICE#GENERAL	their sake list was extensive , but we were looking for purple haze , which was n't listed but made for us upon request !
FOOD#QUALITY	the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !
SERVICE#GENERAL	we went around 9:30 on a friday and it had died down a bit by then so the service was great !
RESTAURANT#GENERAL	we love th pink pony .
RESTAURANT#GENERAL	the perfect spot .
FOOD#QUALITY	food - awesome .
SERVICE#GENERAL	service- friendly and attentive .
AMBIENCE#GENERAL	ambiance- relaxed and stylish .
RESTAURANT#GENERAL	do n't judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .
FOOD#QUALITY	the food is decent .
SERVICE#GENERAL	however , it 's the service that leaves a bad taste in my mouth .
SERVICE#GENERAL	i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i.e. make me feel bad asking for trivialities like water , or the check .
SERVICE#GENERAL	i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i 'm here to eat and enjoy the company of friends , seeking a pleasant experience .
RESTAURANT#GENERAL	well , i did n't find it there , and trust , i have told everyone i can think of about my experience .
RESTAURANT#MISCELLANEOUS	the last time i walked by it looked pretty empty . hmmm .
RESTAURANT#GENERAL	this place has got to be the best japanese restaurant in the new york area .
RESTAURANT#GENERAL	i had a great experience .
FOOD#QUALITY	food is great .
SERVICE#GENERAL	service is top notch .
RESTAURANT#GENERAL	i have been going back again and again .
FOOD#QUALITY	i tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .
FOOD#QUALITY	it melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery .
FOOD#QUALITY	the sushi seemed pretty fresh and was adequately proportioned .
FOOD#STYLE_OPTIONS	the sushi seemed pretty fresh and was adequately proportioned .
FOOD#STYLE_OPTIONS	the rice to fish ration was also good -- they did n't try to overpack the rice .
FOOD#QUALITY	we took advanatage of the half price sushi deal on saturday so it was well worth it .
FOOD#PRICES	we took advanatage of the half price sushi deal on saturday so it was well worth it .
RESTAURANT#MISCELLANEOUS	surprisingly nothing could be further from the truth .
RESTAURANT#MISCELLANEOUS	in the evening , this place attracted a well dressed , with it , ny crowd .
FOOD#QUALITY	the food was well prepared and the service impecable .
SERVICE#GENERAL	the food was well prepared and the service impecable .
RESTAURANT#GENERAL	i 'm going back .
AMBIENCE#GENERAL	quite simply it 's like stepping out of manhattan and into a haven of tranquility .
FOOD#QUALITY	the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .
FOOD#STYLE_OPTIONS	the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .
FOOD#PRICES	the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .
RESTAURANT#GENERAL	i will be going back and heartily recommend it !
FOOD#QUALITY	it is terrific , as is the value .
FOOD#PRICES	it is terrific , as is the value .
FOOD#STYLE_OPTIONS	$ 6 and there is much tasty food , all of it fresh and continually refilled .
FOOD#QUALITY	$ 6 and there is much tasty food , all of it fresh and continually refilled .
FOOD#PRICES	$ 6 and there is much tasty food , all of it fresh and continually refilled .
FOOD#QUALITY	i am not a vegetarian but , almost all the dishes were great .
RESTAURANT#GENERAL	go hungry and enjoy .
FOOD#QUALITY	the food here is rather good , but only if you like to wait for it .
SERVICE#GENERAL	the food here is rather good , but only if you like to wait for it .
FOOD#QUALITY	i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .
SERVICE#GENERAL	the service varys from day to day- sometimes they 're very nice , and sometimes not .
SERVICE#GENERAL	the kitchen however , is almost always slow .
FOOD#QUALITY	also , specify if you like your food spicy- its rather bland if you do n't .
AMBIENCE#GENERAL	the ambience is pretty and nice for conversation , so a casual lunch here would probably be best .
RESTAURANT#MISCELLANEOUS	the ambience is pretty and nice for conversation , so a casual lunch here would probably be best .
LOCATION#GENERAL	if you 've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer .
SERVICE#GENERAL	add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .
FOOD#QUALITY	add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .
FOOD#PRICES	add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .
FOOD#QUALITY	the lava cake dessert was incredible and i recommend it .
AMBIENCE#GENERAL	once you step into cosette , you 're miraculously in a small , off - the - beaten path parisian bistro .
AMBIENCE#GENERAL	this tiny restaurant is as cozy as it gets , with that certain parisian flair .
FOOD#QUALITY	the food was average to above - average ; the french onion soup filling yet not overly impressive , and the desserts not brilliant in any way .
FOOD#STYLE_OPTIONS	the food was average to above - average ; the french onion soup filling yet not overly impressive , and the desserts not brilliant in any way .
AMBIENCE#GENERAL	however , go for the ambience , and consider the food just a companion for a trip across the world !
FOOD#QUALITY	however , go for the ambience , and consider the food just a companion for a trip across the world !
RESTAURANT#GENERAL	it was horrible .
FOOD#QUALITY	the pizza was delivered cold and the cheese was n't even fully melted !
FOOD#STYLE_OPTIONS	the pizza looked like shredded cheese partly done - still in strips .
RESTAURANT#GENERAL	this has got to be one of the most overrated restaurants in brooklyn .
FOOD#QUALITY	the pizza is overpriced and soggy .
FOOD#PRICES	the pizza is overpriced and soggy .
FOOD#QUALITY	yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .
RESTAURANT#GENERAL	a big disappointment , all around .
FOOD#QUALITY	i think i 've had some the best meals of my life at minnow .
FOOD#QUALITY	the seafood is amazing , there 's a good wine list , and the ever - changing menu always offers some great surprises .
DRINKS#STYLE_OPTIONS	the seafood is amazing , there 's a good wine list , and the ever - changing menu always offers some great surprises .
FOOD#STYLE_OPTIONS	the seafood is amazing , there 's a good wine list , and the ever - changing menu always offers some great surprises .
FOOD#QUALITY	the combination of super - fresh ingredients in the dishes are unusual but really delicious .
RESTAURANT#GENERAL	worth the trip from manhattan .
FOOD#QUALITY	best pastrami i ever had and great portion without being ridiculous .
FOOD#STYLE_OPTIONS	best pastrami i ever had and great portion without being ridiculous .
FOOD#STYLE_OPTIONS	my wife had the fried shrimp which are huge and loved it .
FOOD#QUALITY	my wife had the fried shrimp which are huge and loved it .
RESTAURANT#GENERAL	as a japanese native , i 've lived in the tristate area for over 8 years , but i was just so amazed at this place .
RESTAURANT#MISCELLANEOUS	this place is the most japanese it can ever get .
RESTAURANT#MISCELLANEOUS	the signs , the specials menus , food , and even all the waitstaff are all totally japanese .
FOOD#STYLE_OPTIONS	the signs , the specials menus , food , and even all the waitstaff are all totally japanese .
FOOD#QUALITY	the signs , the specials menus , food , and even all the waitstaff are all totally japanese .
SERVICE#GENERAL	the signs , the specials menus , food , and even all the waitstaff are all totally japanese .
RESTAURANT#GENERAL	this place is worth an one - hour drive .
RESTAURANT#GENERAL	i am so coming back here again , as much as i can .
RESTAURANT#GENERAL	leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .
AMBIENCE#GENERAL	leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .
FOOD#QUALITY	leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .
SERVICE#GENERAL	my wife and i always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .
DRINKS#QUALITY	decent wine at reasonable prices .
DRINKS#PRICES	decent wine at reasonable prices .
RESTAURANT#GENERAL	have been dozens of times and never failed to enjoy the experience .
RESTAURANT#GENERAL	our teenage kids love it , too .
RESTAURANT#GENERAL	everytime i decide to try another place on the ues , i get angry that i did n't just go to zucchero pomodori .
RESTAURANT#GENERAL	this is by far my favorite place in the neighborhood .
SERVICE#GENERAL	the service is excellent , the decor is great , and the food is delicious and comes in large portions .
AMBIENCE#GENERAL	the service is excellent , the decor is great , and the food is delicious and comes in large portions .
FOOD#QUALITY	the service is excellent , the decor is great , and the food is delicious and comes in large portions .
FOOD#STYLE_OPTIONS	the service is excellent , the decor is great , and the food is delicious and comes in large portions .
RESTAURANT#GENERAL	i 'm partial to the gnocchi .
RESTAURANT#MISCELLANEOUS	this place is incredibly tiny .
SERVICE#GENERAL	this place refuse to seat parties of 3 or more on weekends .
SERVICE#GENERAL	the hostess is rude to the point of being offensive .
FOOD#QUALITY	the food was bland oily .
RESTAURANT#GENERAL	i just do n't understand all the hype ...
FOOD#QUALITY	we have been to this place many times , and always have great food , wine , and service .
DRINKS#QUALITY	we have been to this place many times , and always have great food , wine , and service .
SERVICE#GENERAL	we have been to this place many times , and always have great food , wine , and service .
SERVICE#GENERAL	we were worried we would have trouble getting in , but somehow managed to have a short wait .
DRINKS#QUALITY	as always we had a great glass of wine while we waited .
SERVICE#GENERAL	when we sat , we got great and fast service .
SERVICE#GENERAL	the people that work there are always so friendly you forget you are in new york sometimes .
RESTAURANT#GENERAL	make sure you try this place as often as you can .
RESTAURANT#GENERAL	this is a fun restaurant to go to .
FOOD#QUALITY	the pizza is yummy and i like the atmoshpere .
AMBIENCE#GENERAL	the pizza is yummy and i like the atmoshpere .
FOOD#PRICES	but the pizza is way to expensive .
FOOD#PRICES	a large is $ 20 , and toppings are about $ 3 each .
FOOD#QUALITY	i went there for lunch and it was not as good as i expected from the reviews i read .
FOOD#QUALITY	sauce was watery and the food did n't have much flavor .
RESTAURANT#GENERAL	i do n't think i would go again .
RESTAURANT#GENERAL	this place is great .
SERVICE#GENERAL	i had a huge group for my birthday and we were well taken care of .
SERVICE#GENERAL	the waitress was very patient with us and the food is phenomenal !
FOOD#QUALITY	the waitress was very patient with us and the food is phenomenal !
SERVICE#GENERAL	service was prompt , friendly and great .
RESTAURANT#PRICES	slightly on the pricey side but worth it !
RESTAURANT#GENERAL	slightly on the pricey side but worth it !
FOOD#QUALITY	great pizza and fantastic service .
SERVICE#GENERAL	great pizza and fantastic service .
SERVICE#GENERAL	there was a small wait , but shorter than i expected .
LOCATION#GENERAL	located at the end of a magnificent block .
AMBIENCE#GENERAL	very cozy and warm inside .....
RESTAURANT#GENERAL	i will be back !
FOOD#QUALITY	this is the best sushi in new york city - hands down .
AMBIENCE#GENERAL	the place is small and cramped but the food is fantastic .
FOOD#QUALITY	the place is small and cramped but the food is fantastic .
FOOD#QUALITY	get the tuna of gari .
FOOD#QUALITY	planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .
RESTAURANT#GENERAL	planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .
FOOD#STYLE_OPTIONS	with the great variety on the menu , i eat here often and never get bored .
AMBIENCE#GENERAL	the atmosphere is n't the greatest , but i suppose that 's how they keep the prices down .
RESTAURANT#PRICES	the atmosphere is n't the greatest , but i suppose that 's how they keep the prices down .
FOOD#QUALITY	it 's all about the food ! !
RESTAURANT#MISCELLANEOUS	first it took us a long time to find the place .
FOOD#STYLE_OPTIONS	but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section .
FOOD#STYLE_OPTIONS	those rolls were big , but not good and sashimi was n't fresh .
FOOD#QUALITY	those rolls were big , but not good and sashimi was n't fresh .
FOOD#QUALITY	those rolls were dry and disgusting , i did n't even finish my first piece .
SERVICE#GENERAL	hurley 's is like cheers where everyone knows your name and they are actually glad you came .
FOOD#QUALITY	try the crunchy tuna , it is to die for .
FOOD#QUALITY	try everything for that matter , it is all good .
RESTAURANT#GENERAL	i have been going there since it opened and i ca n't get enough .
AMBIENCE#GENERAL	first went here to enjoy their garden terrace .
FOOD#QUALITY	the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .
SERVICE#GENERAL	the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .
FOOD#STYLE_OPTIONS	the steak tartare is a great bet , they fix it for you at the table .
AMBIENCE#GENERAL	admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .
DRINKS#STYLE_OPTIONS	great wine selection , gigondas is worth the price , and the house champagne is a great value .
DRINKS#QUALITY	great wine selection , gigondas is worth the price , and the house champagne is a great value .
DRINKS#PRICES	great wine selection , gigondas is worth the price , and the house champagne is a great value .
AMBIENCE#GENERAL	the restaurant may be a bit packed on weekends , but the vibe is good and the food is the best french food you will find in the area .
FOOD#QUALITY	the restaurant may be a bit packed on weekends , but the vibe is good and the food is the best french food you will find in the area .
RESTAURANT#MISCELLANEOUS	have recommended the place to friends , always gets good response .
FOOD#QUALITY	pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread !
RESTAURANT#MISCELLANEOUS	i take all my nyc guests to vt 's .
LOCATION#GENERAL	not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !
FOOD#QUALITY	not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !
RESTAURANT#GENERAL	i 've been there three times and have always had wonderful experiences .
AMBIENCE#GENERAL	i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .
SERVICE#GENERAL	i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .
RESTAURANT#MISCELLANEOUS	i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .
RESTAURANT#GENERAL	i 'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much ... and we 're repeat customers .
SERVICE#GENERAL	even after they overcharged me the last time i was there .
FOOD#QUALITY	make sure you have the spicy scallop roll .. .
FOOD#QUALITY	the spicy scallop roll 's delicious !
FOOD#QUALITY	moules were excellent , lobster ravioli was very salty !
SERVICE#GENERAL	took my mom for mother 's day , and the maitre d ' was pretty rude .
SERVICE#GENERAL	told us to sit anywhere , and when we sat he said the table was reserved .
SERVICE#GENERAL	stepped on my foot on the second time he reached over me to adjust lighting .
FOOD#STYLE_OPTIONS	tiny dessert was $ 8.00 ... just plain overpriced for what it is .
FOOD#PRICES	tiny dessert was $ 8.00 ... just plain overpriced for what it is .
DRINKS#QUALITY	the drinks are always welll made and wine selection is fairly priced .
DRINKS#PRICES	the drinks are always welll made and wine selection is fairly priced .
FOOD#QUALITY	try their chef 's specials-- they are to die for .
SERVICE#GENERAL	service is not exactly five star , but that s not really a big deal .
AMBIENCE#GENERAL	downstairs lounge is always a good attraction
AMBIENCE#GENERAL	raga 's is a romantic , cozy restaurant .
FOOD#STYLE_OPTIONS	the exotic food is beautifully presented and is a delight in delicious combinations .
FOOD#QUALITY	the exotic food is beautifully presented and is a delight in delicious combinations .
FOOD#PRICES	the exotic food is also extremely well priced .
SERVICE#GENERAL	the staff is incredibly helpful and attentive .
DRINKS#STYLE_OPTIONS	the bar is very well stocked with interesting beers and well priced wines .
DRINKS#PRICES	the bar is very well stocked with interesting beers and well priced wines .
RESTAURANT#GENERAL	raga 's is one of my favorite restaurants and raga 's is not to be missed .
RESTAURANT#GENERAL	your friends will thank you for introducing them to raga 's !
RESTAURANT#GENERAL	when we stumbled on leon , we thought that we had found quite the gem but , we were certainly wrong .
SERVICE#GENERAL	the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet , we were told no ...
SERVICE#GENERAL	then , to top things off , the waitress dropped used silverware on my boyfriend 's jacket and did not stop to apologize or clean the mess that was left on clothes .
SERVICE#GENERAL	such a disappointment ...
SERVICE#GENERAL	rude service , medicore food ... there are tons of restaurants in ny ... stay away from this one
FOOD#QUALITY	rude service , medicore food ... there are tons of restaurants in ny ... stay away from this one
RESTAURANT#GENERAL	rude service , medicore food ... there are tons of restaurants in ny ... stay away from this one
RESTAURANT#GENERAL	i had a grat time at jekyll and hyde !
RESTAURANT#GENERAL	i loved everythig about jekyll and hyde - especially the shows and actors .
AMBIENCE#GENERAL	i loved everythig about jekyll and hyde - especially the shows and actors .
SERVICE#GENERAL	our server was very helpful and friendly .
RESTAURANT#MISCELLANEOUS	i am bringing my whole family back next time .
FOOD#QUALITY	the food was good too .
FOOD#QUALITY	the tuna and wasabe potatoes are excellent .
LOCATION#GENERAL	the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .
AMBIENCE#GENERAL	inside is a little cramped , but to be expected .
SERVICE#GENERAL	service was prompt and courteous .
RESTAURANT#GENERAL	this was a repeat visit and we 'll definitely be back again .
SERVICE#GENERAL	great service , great food .
FOOD#QUALITY	great service , great food .
RESTAURANT#PRICES	prices are in line .
LOCATION#GENERAL	but too far east !
FOOD#QUALITY	the pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .
FOOD#STYLE_OPTIONS	two complaints- their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .
FOOD#QUALITY	also , because the pizza is so thin , the pizza gets cold very quickly and the pizza 's not that filling .
FOOD#STYLE_OPTIONS	also , because the pizza is so thin , the pizza gets cold very quickly and the pizza 's not that filling .
SERVICE#GENERAL	wait staff is blantently unappreciative of your business but its the best pie on the uws !
FOOD#QUALITY	wait staff is blantently unappreciative of your business but its the best pie on the uws !
FOOD#QUALITY	by far the best salad i have had in a fast food restaurant .
FOOD#QUALITY	fine dining restaurant quality .
FOOD#STYLE_OPTIONS	over 100 different choices to create your own .
RESTAURANT#GENERAL	a must try !
RESTAURANT#GENERAL	on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt .
FOOD#QUALITY	this great restaurant was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .
AMBIENCE#GENERAL	this great restaurant was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .
FOOD#QUALITY	the chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .
FOOD#STYLE_OPTIONS	the chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .
SERVICE#GENERAL	the chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .
RESTAURANT#GENERAL	with so many poor experiences to be had in the theater district , is truly an excellent find !
RESTAURANT#GENERAL	we will return many times for this great restaurant .
SERVICE#GENERAL	the staff is no nonsense .
FOOD#STYLE_OPTIONS	the food options rule .
FOOD#QUALITY	when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else .
RESTAURANT#MISCELLANEOUS	worth visiting the 1st ave spot because it is the original store .
FOOD#QUALITY	he served me an uni hand roll , which i never had before , and let me tell you ... it was heaven !
DRINKS#STYLE_OPTIONS	the sake menu should not be overlooked !
RESTAURANT#GENERAL	all in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .
FOOD#QUALITY	try the lobster teriyaki and the rose special roll .
SERVICE#GENERAL	service was very good - prompt , attentive and non - intrusive .
FOOD#QUALITY	food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .
DRINKS#STYLE_OPTIONS	wine list selection is good and wine - by - the - glass was generously filled to the top .
AMBIENCE#GENERAL	traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .
RESTAURANT#GENERAL	i 've been to at cafe spice probably 5 - 8 times , it is probably still the best indian restaurant around union square .
SERVICE#GENERAL	to sum it up : service varies from good to mediorce , depending on which waiter you get ; generally it is just average ok .
SERVICE#GENERAL	seating is always prompt , though the restaurant does fill up in the evening .
FOOD#QUALITY	food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders .
SERVICE#GENERAL	as many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .
AMBIENCE#GENERAL	the decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .
RESTAURANT#GENERAL	i have never been disappointed in the red eye .
AMBIENCE#GENERAL	the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .
FOOD#QUALITY	it 's simply the best meal in nyc .
RESTAURANT#GENERAL	you can not go wrong at the red eye grill .
RESTAURANT#GENERAL	if we were to move from the upper east side , we would genuinely miss this restaurant .
AMBIENCE#GENERAL	the restaurant is cute but not upscale .
FOOD#QUALITY	the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .
RESTAURANT#GENERAL	i would highly recommend this restaurant .
RESTAURANT#GENERAL	this restaurant 's one of our favorite places to eat in ny .
RESTAURANT#GENERAL	we had a great time at the jekyll and hyde pub last night .
RESTAURANT#GENERAL	after really enjoying ourselves at the bar we sat down at a table and had dinner .
SERVICE#GENERAL	the server was really cool and served us our food and drinks with a smile .
AMBIENCE#GENERAL	the place 's decor and hidden bathrooms made for a good laugh .
RESTAURANT#GENERAL	i highly recommend visiting this restaurant and having dinner and drinks !
RESTAURANT#MISCELLANEOUS	if you are the type of person who likes being scared and entertained , this is a great place to go and eat .
RESTAURANT#GENERAL	my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it was fantastic .
DRINKS#STYLE_OPTIONS	the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .
FOOD#QUALITY	the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .
AMBIENCE#GENERAL	the entertainment was great the jekyll and hyde pub have shows that go on through out the dinner .
RESTAURANT#GENERAL	please take my advice , go and try this place .
RESTAURANT#GENERAL	you will not be disapointed at all .
RESTAURANT#GENERAL	we were not dissappointed in the least bit by this little gem .
FOOD#STYLE_OPTIONS	this little gem was huge .
FOOD#QUALITY	this little gem were served warm and had a soft fluffy interior .
FOOD#STYLE_OPTIONS	the workers there also absolutely load this little gem with cream cheese ( gets a little messy ) .
RESTAURANT#GENERAL	i loved this little gem and would highly recommend .
FOOD#QUALITY	this was my frist time at cafe st. bart 's and i must say how delicous the food and the service was .
SERVICE#GENERAL	this was my frist time at cafe st. bart 's and i must say how delicous the food and the service was .
FOOD#QUALITY	i have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .
FOOD#QUALITY	other guests enjoyed pizza , santa fe chopped salad and fish and chips .
FOOD#QUALITY	i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .
AMBIENCE#GENERAL	i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .
SERVICE#GENERAL	i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .
SERVICE#GENERAL	all the staff is absolutely professional ! !
SERVICE#GENERAL	but they do .
SERVICE#GENERAL	( that is a must , but not every restaurant can do ... )
AMBIENCE#GENERAL	there 's nice and quiet , small but enough for 6 ( or more ) .
RESTAURANT#GENERAL	this restaurant was way overhyped .
FOOD#QUALITY	my chow fun and chow see was really bland and oily .
FOOD#QUALITY	okay - i do n't mind the oily part ( cause most are cooked that way ) but my chow fun and chow see was way too bland .
FOOD#QUALITY	the scallion pancakes and fried dumplings were nothing out of the ordinary .
SERVICE#GENERAL	the service was the only thing good about this restaurant .
RESTAURANT#GENERAL	the service was the only thing good about this restaurant .
AMBIENCE#GENERAL	this restaurant 's boring on the inside , and this restaurant 's sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .
FOOD#QUALITY	this restaurant 's boring on the inside , and this restaurant 's sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .
RESTAURANT#GENERAL	i definitely would n't go back .
FOOD#QUALITY	their pad penang is delicious and everything else is fantastic .
RESTAURANT#PRICES	the price is reasonable although the service is poor .
SERVICE#GENERAL	the price is reasonable although the service is poor .
RESTAURANT#GENERAL	fresh restaurant was amazing ........ food was delicious and of course fresh .
FOOD#QUALITY	fresh restaurant was amazing ........ food was delicious and of course fresh .
AMBIENCE#GENERAL	great for a romantic evening , or a fun evening with friends ...
RESTAURANT#MISCELLANEOUS	great for a romantic evening , or a fun evening with friends ...
RESTAURANT#GENERAL	i will be going back very soon .
RESTAURANT#GENERAL	keep up the good work .
FOOD#QUALITY	hats off to the chef .
RESTAURANT#GENERAL	it was wonderful .
FOOD#QUALITY	the salads are delicious , both refreshing and very spicy .
FOOD#QUALITY	we had pam 's special fried fish and it was amazing .
FOOD#STYLE_OPTIONS	too large for just two people but nothing was left .
FOOD#QUALITY	too large for just two people but nothing was left .
AMBIENCE#GENERAL	great vibe , lots of people .
FOOD#QUALITY	my husbands was perfect , my was well done and dry .
AMBIENCE#GENERAL	i did n't complain , i liked the atmosphere so much .
RESTAURANT#GENERAL	on a hot day it was fabulous to stop in and enjoy lunch .
AMBIENCE#GENERAL	ambience is so cute and quaint , good for business although we were there on vacation .
RESTAURANT#MISCELLANEOUS	ambience is so cute and quaint , good for business although we were there on vacation .
FOOD#QUALITY	salads were fantastic .
FOOD#QUALITY	although we were looking for regular lettuce and some walnuts the salads we got were great .
FOOD#QUALITY	ingredients are organic which is a real plus for me .
RESTAURANT#GENERAL	we will be back .
FOOD#QUALITY	this is some really good , inexpensive sushi .
FOOD#PRICES	this is some really good , inexpensive sushi .
